id,logdate,login,tablename,primarykey,pkvalue,operation,columnname,oldvalue,newvalue,access_ip,transaction_id,log_trace,session_id,class_name,php_sapi,log_year,log_month,log_day
11,"2023-09-06 14:42:00",admin,system_user,id,2,created,id,,2,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
12,"2023-09-06 14:42:00",admin,system_user,id,2,created,name,,"Luciene Cunha",10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
13,"2023-09-06 14:42:00",admin,system_user,id,2,created,email,,flucienecunha@gmail.com,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
14,"2023-09-06 14:42:00",admin,system_user,id,2,created,system_unit_id,,1,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
15,"2023-09-06 14:42:00",admin,system_user,id,2,created,frontpage_id,,10,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
16,"2023-09-06 14:42:00",admin,system_user,id,2,created,login,,luciene,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
17,"2023-09-06 14:42:00",admin,system_user,id,2,created,password,,4cd51e51a4225287c8bb2fa0eb4343e1,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
18,"2023-09-06 14:42:00",admin,system_user,id,2,created,active,,Y,10.101.20.89,64f8e4180afd1,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
19,"2023-09-06 14:42:56",admin,system_user,id,3,created,id,,3,10.101.20.89,64f8e450a5368,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
20,"2023-09-06 14:42:56",admin,system_user,id,3,created,name,,"Thainara Cunha",10.101.20.89,64f8e450a5368,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
21,"2023-09-06 14:42:56",admin,system_user,id,3,created,email,,thainaracunha@gmail.com,10.101.20.89,64f8e450a5368,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
22,"2023-09-06 14:42:56",admin,system_user,id,3,created,system_unit_id,,1,10.101.20.89,64f8e450a5368,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
23,"2023-09-06 14:42:56",admin,system_user,id,3,created,frontpage_id,,10,10.101.20.89,64f8e450a5368,"#0 /var/www/webroot/ROOT/app/model/log/SystemChangeLogTrait.php(48): SystemChangeLogService::register(Object(SystemUser), Array, Array)
#1 /var/www/webroot/ROOT/lib/adianti/database/TRecord.php(758): SystemUser->onAfterStore(Object(stdClass))
#2 /var/www/webroot/ROOT/app/control/admin/SystemUserForm.class.php(213): Adianti\Database\TRecord->store()
#3 [internal function]: SystemUserForm->onSave(Array)
#4 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(107): call_user_func(Array, Array)
#5 /var/www/webroot/ROOT/lib/adianti/control/TPage.php(269): Adianti\Control\TPage->run()
#6 /var/www/webroot/ROOT/lib/adianti/core/AdiantiCoreApplication.php(96): Adianti\Control\TPage->show(Array)
#7 /var/www/webroot/ROOT/engine.php(27): Adianti\Core\AdiantiCoreApplication::run('2')
#8 /var/www/webroot/ROOT/engine.php(66): TApplication::run()
#9 {main}",99677eb08feeb992d5bb2a18d7380af5,SystemUserForm,apache2handler,2023,09,06
